date,pressure_hpa,pressure_change_hpa,year,month,day,day_of_year,location,lat,lon,elevation_m,data_type
2009-01-24,911.1,4.3,2009,1,24,24,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-25,901.1,-10.0,2009,1,25,25,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-26,911.6,10.4,2009,1,26,26,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-27,889.4,-22.2,2009,1,27,27,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-28,909.3,19.9,2009,1,28,28,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-29,910.0,0.7,2009,1,29,29,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-30,904.1,-5.8,2009,1,30,30,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-01-31,894.1,-10.1,2009,1,31,31,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-01,907.7,13.6,2009,2,1,32,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-02,914.1,6.4,2009,2,2,33,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-03,913.3,-0.8,2009,2,3,34,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-04,912.0,-1.3,2009,2,4,35,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-05,901.4,-10.6,2009,2,5,36,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-06,906.8,5.4,2009,2,6,37,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-07,905.1,-1.7,2009,2,7,38,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-08,912.7,7.6,2009,2,8,39,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-09,904.6,-8.1,2009,2,9,40,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-10,921.8,17.1,2009,2,10,41,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-11,914.2,-7.6,2009,2,11,42,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-12,905.3,-8.9,2009,2,12,43,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-13,898.6,-6.7,2009,2,13,44,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-14,910.8,12.2,2009,2,14,45,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-15,904.6,-6.2,2009,2,15,46,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-16,897.1,-7.4,2009,2,16,47,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-17,889.7,-7.5,2009,2,17,48,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-18,917.4,27.7,2009,2,18,49,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-19,901.0,-16.4,2009,2,19,50,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-20,906.8,5.8,2009,2,20,51,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-21,904.1,-2.7,2009,2,21,52,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-22,904.5,0.4,2009,2,22,53,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-23,906.3,1.9,2009,2,23,54,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-24,907.6,1.3,2009,2,24,55,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-25,898.8,-8.8,2009,2,25,56,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-26,908.2,9.4,2009,2,26,57,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-27,903.4,-4.9,2009,2,27,58,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-02-28,898.5,-4.9,2009,2,28,59,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-01,909.4,11.0,2009,3,1,60,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-02,901.3,-8.2,2009,3,2,61,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-03,896.7,-4.5,2009,3,3,62,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-04,902.1,5.4,2009,3,4,63,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-05,911.9,9.7,2009,3,5,64,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-06,902.5,-9.4,2009,3,6,65,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-07,907.5,5.1,2009,3,7,66,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-08,905.0,-2.5,2009,3,8,67,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-09,904.4,-0.6,2009,3,9,68,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-10,898.5,-5.9,2009,3,10,69,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-11,898.8,0.3,2009,3,11,70,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-12,927.2,28.4,2009,3,12,71,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-13,907.6,-19.6,2009,3,13,72,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-14,907.6,0.0,2009,3,14,73,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-15,902.9,-4.7,2009,3,15,74,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-16,905.9,3.0,2009,3,16,75,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-17,906.5,0.6,2009,3,17,76,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-18,913.7,7.2,2009,3,18,77,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-19,899.3,-14.4,2009,3,19,78,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-20,902.2,2.9,2009,3,20,79,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-21,905.3,3.0,2009,3,21,80,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-22,885.4,-19.9,2009,3,22,81,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-23,897.1,11.7,2009,3,23,82,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-24,902.3,5.2,2009,3,24,83,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-25,897.4,-4.9,2009,3,25,84,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-26,904.5,7.2,2009,3,26,85,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-27,915.4,10.8,2009,3,27,86,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-28,880.0,-35.4,2009,3,28,87,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-29,905.7,25.7,2009,3,29,88,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-30,880.0,-25.7,2009,3,30,89,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-03-31,902.6,22.6,2009,3,31,90,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-01,902.0,-0.5,2009,4,1,91,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-02,903.5,1.4,2009,4,2,92,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-03,896.2,-7.3,2009,4,3,93,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-04,898.3,2.1,2009,4,4,94,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-05,897.5,-0.8,2009,4,5,95,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-06,908.7,11.2,2009,4,6,96,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-07,909.2,0.5,2009,4,7,97,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-08,901.2,-8.0,2009,4,8,98,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-09,903.0,1.8,2009,4,9,99,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-10,900.5,-2.5,2009,4,10,100,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-11,899.7,-0.8,2009,4,11,101,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-12,893.7,-5.9,2009,4,12,102,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-13,897.3,3.6,2009,4,13,103,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-14,895.8,-1.5,2009,4,14,104,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-15,899.2,3.3,2009,4,15,105,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-16,904.4,5.2,2009,4,16,106,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-17,905.1,0.7,2009,4,17,107,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-18,899.5,-5.6,2009,4,18,108,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-19,898.4,-1.1,2009,4,19,109,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-20,907.0,8.6,2009,4,20,110,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-21,897.7,-9.3,2009,4,21,111,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-22,898.2,0.5,2009,4,22,112,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-23,905.9,7.7,2009,4,23,113,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-24,901.5,-4.4,2009,4,24,114,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-25,883.2,-18.3,2009,4,25,115,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-26,895.8,12.7,2009,4,26,116,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-27,903.6,7.8,2009,4,27,117,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-28,894.3,-9.4,2009,4,28,118,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-29,896.6,2.4,2009,4,29,119,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-04-30,894.3,-2.4,2009,4,30,120,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-01,894.4,0.2,2009,5,1,121,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-02,905.9,11.5,2009,5,2,122,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-03,901.8,-4.1,2009,5,3,123,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-04,903.1,1.2,2009,5,4,124,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-05,899.7,-3.4,2009,5,5,125,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-06,892.9,-6.8,2009,5,6,126,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-07,901.4,8.5,2009,5,7,127,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-08,896.5,-4.9,2009,5,8,128,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-09,894.2,-2.3,2009,5,9,129,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-10,891.0,-3.2,2009,5,10,130,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-11,893.1,2.1,2009,5,11,131,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-12,899.8,6.7,2009,5,12,132,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-13,906.7,6.9,2009,5,13,133,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-14,898.6,-8.1,2009,5,14,134,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-15,903.3,4.7,2009,5,15,135,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-16,901.2,-2.0,2009,5,16,136,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-17,901.6,0.4,2009,5,17,137,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-18,903.7,2.1,2009,5,18,138,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-19,895.0,-8.8,2009,5,19,139,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-20,897.7,2.7,2009,5,20,140,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-21,896.3,-1.3,2009,5,21,141,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-22,904.0,7.7,2009,5,22,142,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-23,891.8,-12.2,2009,5,23,143,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-24,892.4,0.6,2009,5,24,144,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-25,892.3,-0.1,2009,5,25,145,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-26,898.9,6.5,2009,5,26,146,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-27,880.0,-18.9,2009,5,27,147,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-28,894.5,14.5,2009,5,28,148,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-29,893.6,-0.9,2009,5,29,149,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-30,895.2,1.6,2009,5,30,150,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-05-31,899.1,3.9,2009,5,31,151,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-01,899.4,0.3,2009,6,1,152,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-02,901.7,2.3,2009,6,2,153,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-03,902.7,1.0,2009,6,3,154,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-04,895.3,-7.4,2009,6,4,155,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-05,900.9,5.6,2009,6,5,156,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-06,906.2,5.2,2009,6,6,157,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-07,893.0,-13.2,2009,6,7,158,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-08,901.3,8.3,2009,6,8,159,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-09,905.9,4.5,2009,6,9,160,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-10,895.8,-10.1,2009,6,10,161,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-11,894.6,-1.2,2009,6,11,162,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-12,890.4,-4.2,2009,6,12,163,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-13,892.5,2.0,2009,6,13,164,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-14,885.5,-6.9,2009,6,14,165,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-15,901.0,15.4,2009,6,15,166,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-16,892.2,-8.8,2009,6,16,167,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-17,892.3,0.1,2009,6,17,168,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-18,896.1,3.8,2009,6,18,169,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-19,895.8,-0.3,2009,6,19,170,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-20,880.0,-15.8,2009,6,20,171,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-21,895.6,15.6,2009,6,21,172,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-22,895.5,-0.1,2009,6,22,173,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-23,903.5,8.0,2009,6,23,174,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-24,898.7,-4.8,2009,6,24,175,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-25,890.7,-8.0,2009,6,25,176,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-26,897.8,7.1,2009,6,26,177,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-27,880.0,-17.8,2009,6,27,178,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-28,896.0,16.0,2009,6,28,179,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-29,897.3,1.2,2009,6,29,180,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-06-30,901.4,4.1,2009,6,30,181,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-01,897.5,-3.8,2009,7,1,182,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-02,893.2,-4.4,2009,7,2,183,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-03,890.2,-3.0,2009,7,3,184,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-04,893.7,3.6,2009,7,4,185,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-05,889.1,-4.6,2009,7,5,186,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-06,886.1,-3.0,2009,7,6,187,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-07,890.1,4.0,2009,7,7,188,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-08,895.5,5.4,2009,7,8,189,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-09,897.4,1.9,2009,7,9,190,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-10,883.6,-13.9,2009,7,10,191,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-11,894.8,11.2,2009,7,11,192,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-12,892.0,-2.8,2009,7,12,193,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-13,899.8,7.9,2009,7,13,194,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-14,888.9,-11.0,2009,7,14,195,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-15,904.3,15.4,2009,7,15,196,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-16,910.7,6.5,2009,7,16,197,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-17,894.3,-16.4,2009,7,17,198,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-18,898.7,4.3,2009,7,18,199,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-19,895.6,-3.1,2009,7,19,200,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-20,888.7,-6.9,2009,7,20,201,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-21,888.0,-0.6,2009,7,21,202,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-22,893.3,5.2,2009,7,22,203,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-23,891.3,-1.9,2009,7,23,204,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-24,892.1,0.8,2009,7,24,205,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-25,896.1,4.0,2009,7,25,206,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-26,902.2,6.1,2009,7,26,207,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-27,900.0,-2.2,2009,7,27,208,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-28,895.8,-4.2,2009,7,28,209,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-29,899.3,3.5,2009,7,29,210,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-30,892.4,-6.9,2009,7,30,211,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-07-31,896.9,4.5,2009,7,31,212,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-01,895.4,-1.5,2009,8,1,213,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-02,893.7,-1.6,2009,8,2,214,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-03,901.5,7.8,2009,8,3,215,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-04,891.1,-10.5,2009,8,4,216,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-05,899.7,8.6,2009,8,5,217,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-06,899.8,0.1,2009,8,6,218,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-07,884.6,-15.3,2009,8,7,219,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-08,903.2,18.7,2009,8,8,220,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-09,902.7,-0.5,2009,8,9,221,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-10,899.7,-2.9,2009,8,10,222,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-11,892.8,-7.0,2009,8,11,223,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-12,892.9,0.2,2009,8,12,224,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-13,902.9,9.9,2009,8,13,225,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-14,903.7,0.8,2009,8,14,226,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-15,896.5,-7.2,2009,8,15,227,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-16,894.5,-2.0,2009,8,16,228,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-17,893.6,-0.9,2009,8,17,229,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-18,898.1,4.5,2009,8,18,230,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-19,903.4,5.3,2009,8,19,231,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
2009-08-20,905.1,1.7,2009,8,20,232,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
